ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
8-320-75-1,chec1245,Chechen,190,хьа̄кха,CyrillTrans,"mow, reap",,,ħāqa,Phonemic
8-311-75-1,chec1245,Chechen,714,хІу,CyrillTrans,seed,,,hu,Phonemic
8-310-75-1,chec1245,Chechen,748,ден,CyrillTrans,sow,,,den,Phonemic
8-270-75-1,chec1245,Chechen,338,кагтуха,CyrillTrans,rake,,,kagtuxa,Phonemic
8-260-75-1,chec1245,Chechen,337,мІара,CyrillTrans,fork,,,"mʕara, šada",Phonemic
8-260-75-3,chec1245,Chechen,337,шада,CyrillTrans,fork,,,"mʕara, šada",Phonemic
8-250-75-1,chec1245,Chechen,284,цел,CyrillTrans,hoe,,,"cel, metig",Phonemic
8-250-75-3,chec1245,Chechen,284,метиг,CyrillTrans,hoe,,,"cel, metig",Phonemic
8-240-75-1,chec1245,Chechen,1901,аьшкал бел,CyrillTrans,shovel,,,"äškal bel, čāmi",Phonemic
8-240-75-3,chec1245,Chechen,1901,ча̄ми,CyrillTrans,shovel,,,"äškal bel, čāmi",Phonemic
8-230-75-1,chec1245,Chechen,1176,баьхьа бел,CyrillTrans,spade,,,bäħa bel,Phonemic
8-212-75-1,chec1245,Chechen,1794,охана,CyrillTrans,furrow,,,oxana,Phonemic
8-220-75-1,chec1245,Chechen,1418,а̄хка,CyrillTrans,dig,,,āxka,Phonemic
8-210-75-1,chec1245,Chechen,1921,а̄ха,CyrillTrans,plow,,,āxa,Phonemic
8-170-75-1,chec1245,Chechen,2002,саьнгар,CyrillTrans,ditch,,,sängar,Phonemic
8-160-75-1,chec1245,Chechen,1690,керт,CyrillTrans,fence,,,kert,Phonemic
8-150-75-1,chec1245,Chechen,1541,ла̄тта лелор,CyrillTrans,"cultivate, till",,,lāt̄a lelor,Phonemic
8-130-75-1,chec1245,Chechen,586,беш,CyrillTrans,garden,,,beš,Phonemic
8-120-75-1,chec1245,Chechen,212,а̄ре,CyrillTrans,field (for cultivation),,,āre,Phonemic
8-110-75-1,chec1245,Chechen,979,фермер,CyrillTrans,farmer,,,fermer,Phonemic
7-640-75-1,chec1245,Chechen,901,цІā,CyrillTrans,adobe,,,cʼā,Phonemic
7-630-75-1,chec1245,Chechen,224,кир,CyrillTrans,mortar,,,kir,Phonemic
7-620-75-1,chec1245,Chechen,1006,кибарчиг,CyrillTrans,brick,,,kibarčig,Phonemic
7-580-75-1,chec1245,Chechen,876,нартол,CyrillTrans,arch,,,nartol,Phonemic
7-610-75-1,chec1245,Chechen,877,тІулгботтархо,CyrillTrans,mason,,,tʼulgbot̄arxo,Phonemic
7-570-75-1,chec1245,Chechen,1227,у,CyrillTrans,board,,,u,Phonemic
7-560-75-1,chec1245,Chechen,281,бІогІам,CyrillTrans,"post, pole",,,bʕoɣam,Phonemic
7-550-75-1,chec1245,Chechen,1132,тІай,CyrillTrans,beam,,,"tʼay, duqʼo",Phonemic
7-550-75-3,chec1245,Chechen,1132,дукъо,CyrillTrans,beam,,,"tʼay, duqʼo",Phonemic
7-540-75-1,chec1245,Chechen,829,варкхал,CyrillTrans,rafter,,,warqal,Phonemic
7-530-75-1,chec1245,Chechen,280,дукъо,CyrillTrans,ridgepole,,,duqʼo,Phonemic
7-520-75-1,chec1245,Chechen,279,чен тхов,CyrillTrans,thatch,,,čen txow,Phonemic
7-510-75-1,chec1245,Chechen,769,тхов,CyrillTrans,roof,,,txow,Phonemic
7-480-75-1,chec1245,Chechen,205,чахчар,CyrillTrans,trough,,,čaxčar,Phonemic
7-470-75-1,chec1245,Chechen,745,терхи,CyrillTrans,shelf,,,terxi,Phonemic
7-460-75-1,chec1245,Chechen,1273,чІурам,CyrillTrans,candle,,,čʼuram,Phonemic
7-450-75-1,chec1245,Chechen,2131,чиркх,CyrillTrans,"lamp, torch",,,čirq,Phonemic
7-440-75-1,chec1245,Chechen,1775,стол,CyrillTrans,table,,,stol,Phonemic
7-430-75-1,chec1245,Chechen,1476,гІант,CyrillTrans,chair,,,ɣant,Phonemic
7-422-75-1,chec1245,Chechen,806,одейал,CyrillTrans,blanket,,,"odeyal, yurɣa",Phonemic
7-422-75-3,chec1245,Chechen,806,йургІа,CyrillTrans,blanket,,,"odeyal, yurɣa",Phonemic
7-421-75-1,chec1245,Chechen,1044,гІайба,CyrillTrans,pillow,,,ɣayba,Phonemic
7-420-75-1,chec1245,Chechen,1663,маьнга,CyrillTrans,bed,,,mänga,Phonemic
7-370-75-1,chec1245,Chechen,1464,ла̄ми,CyrillTrans,ladder,,,lāmi,Phonemic
7-330-75-1,chec1245,Chechen,1305,туьнкалг,CyrillTrans,chimney,,,tünkalg,Phonemic
7-320-75-1,chec1245,Chechen,859,пеш,CyrillTrans,stove,,,peš,Phonemic
7-310-75-1,chec1245,Chechen,185,товха,CyrillTrans,fireplace,,,towxa,Phonemic
7-270-75-1,chec1245,Chechen,933,пен,CyrillTrans,wall,,,pen,Phonemic
7-260-75-1,chec1245,Chechen,1632,цІенкъа,CyrillTrans,floor,,,cʼenqʼa,Phonemic
7-250-75-1,chec1245,Chechen,1375,кор,CyrillTrans,window,,,kor,Phonemic
7-240-75-1,chec1245,Chechen,1472,до̄гІа,CyrillTrans,key,,,dōɣa,Phonemic
7-231-75-1,chec1245,Chechen,1012,гІуй,CyrillTrans,"latch, door-bolt",,,ɣuy,Phonemic
7-230-75-1,chec1245,Chechen,1596,до̄гІа,CyrillTrans,lock (noun),,,dōɣa,Phonemic
7-221-75-1,chec1245,Chechen,80,гура,CyrillTrans,"doorpost, jamb",,,gura,Phonemic
7-210-75-1,chec1245,Chechen,1450,чоь,CyrillTrans,room,,,"čö, cʼa",Phonemic
7-210-75-3,chec1245,Chechen,1450,цІа,CyrillTrans,room,,,"čö, cʼa",Phonemic
7-220-75-1,chec1245,Chechen,1567,неІ,CyrillTrans,"door, gate",,,neʕ,Phonemic
7-180-75-1,chec1245,Chechen,335,клуб,CyrillTrans,meeting house,,,klub,Phonemic
7-170-75-1,chec1245,Chechen,334,кухни,CyrillTrans,cookhouse,,,kuxni,Phonemic
7-160-75-1,chec1245,Chechen,408,цІа̄,CyrillTrans,men's house,,,cʼā,Phonemic
7-150-75-1,chec1245,Chechen,736,уьтІие,CyrillTrans,"yard, court",,,üt’ie,Phonemic
7-140-75-1,chec1245,Chechen,1316,четар,CyrillTrans,tent,,,četar,Phonemic
7-131-75-1,chec1245,Chechen,403,цІа̄,CyrillTrans,garden-house,,,cʼā,Phonemic
7-130-75-1,chec1245,Chechen,1678,лаппагІа,CyrillTrans,hut,,,lap̄aɣa,Phonemic
7-120-75-1,chec1245,Chechen,1252,цІа̄,CyrillTrans,house,,,cʼā,Phonemic
7-110-75-1,chec1245,Chechen,363,да̄ха,CyrillTrans,"dwell, live",,,dāxa,Phonemic
6-960-75-1,chec1245,Chechen,1171,куьзга,CyrillTrans,mirror,,,küzga,Phonemic
6-950-75-1,chec1245,Chechen,788,са̄ба,CyrillTrans,soap,,,sāba,Phonemic
6-940-75-1,chec1245,Chechen,1926,хьакхар,CyrillTrans,ointment,,,ħaqar,Phonemic
6-930-75-1,chec1245,Chechen,151,урс,CyrillTrans,razor,,,urs,Phonemic
6-921-75-1,chec1245,Chechen,333,кІа̄жар,CyrillTrans,braid,,,kʼāžar,Phonemic
6-920-75-1,chec1245,Chechen,1821,ехк,CyrillTrans,brush,,,yexk,Phonemic
6-910-75-1,chec1245,Chechen,1475,ехк,CyrillTrans,comb,,,yexk,Phonemic
6-820-75-1,chec1245,Chechen,1021,гата,CyrillTrans,towel,,,gata,Phonemic
6-810-75-1,chec1245,Chechen,332,мерах хьокху йовлакх,CyrillTrans,"handkerchief, rag",,,merax ħoqu yowlaq,Phonemic
6-790-75-1,chec1245,Chechen,68,чкъор дагар,CyrillTrans,tattoo,,,"čqʼor dagar, dagar",Phonemic
6-790-75-3,chec1245,Chechen,68,дагар,CyrillTrans,tattoo,,,"čqʼor dagar, dagar",Phonemic
6-780-75-1,chec1245,Chechen,330,коьртан,CyrillTrans,"headband, headdress",,,körtan,Phonemic
6-770-75-1,chec1245,Chechen,770,чІагарш,CyrillTrans,earring,,,"čʼagarš, ħalqanaš",Phonemic
6-770-75-3,chec1245,Chechen,770,хьалкханаш,CyrillTrans,earring,,,"čʼagarš, ħalqanaš",Phonemic
6-760-75-1,chec1245,Chechen,1860,туьти,CyrillTrans,bead,,,tüti,Phonemic
6-750-75-1,chec1245,Chechen,1961,туьтеш,CyrillTrans,necklace,,,tüteš,Phonemic
6-740-75-1,chec1245,Chechen,1754,хІоз,CyrillTrans,bracelet,,,hoz,Phonemic
6-730-75-1,chec1245,Chechen,1374,мухІар,CyrillTrans,ring (for finger),,,muhar,Phonemic
6-720-75-1,chec1245,Chechen,1029,ме̄хала тІулгаш,CyrillTrans,jewel,,,mēxala tʼulgaš,Phonemic
6-710-75-1,chec1245,Chechen,917,сурт,CyrillTrans,"ornament, adornment",,,"surt, bustam, ornament",Phonemic
6-710-75-3,chec1245,Chechen,917,бустам,CyrillTrans,"ornament, adornment",,,"surt, bustam, ornament",Phonemic
6-710-75-5,chec1245,Chechen,917,орнамент,CyrillTrans,"ornament, adornment",,,"surt, bustam, ornament",Phonemic
6-630-75-1,chec1245,Chechen,64,хьалха буллу маха,CyrillTrans,pin,,,ħalxa bul̄u maxa,Phonemic
6-620-75-1,chec1245,Chechen,757,нуьйда,CyrillTrans,button,,,nüyda,Phonemic
6-610-75-1,chec1245,Chechen,1851,киса,CyrillTrans,pocket,,,kisa,Phonemic
6-590-75-1,chec1245,Chechen,1151,бой,CyrillTrans,veil,,,boy,Phonemic
6-580-75-1,chec1245,Chechen,867,кара,CyrillTrans,glove,,,kāra,Phonemic
6-570-75-1,chec1245,Chechen,772,доьхка,CyrillTrans,"belt, girdle",,,döxka,Phonemic
6-550-75-1,chec1245,Chechen,2130,шляпа,CyrillTrans,"hat, cap",,,šlyapa,Phonemic
6-540-75-1,chec1245,Chechen,875,эткийн пхьар,CyrillTrans,"shoemaker, cobbler",,,etkiyn pħar,Phonemic
6-510-75-1,chec1245,Chechen,1381,туфлеш,CyrillTrans,shoe,,,tufleš,Phonemic
6-520-75-1,chec1245,Chechen,585,батенкаш,CyrillTrans,boot,,,batenkaš,Phonemic
6-490-75-1,chec1245,Chechen,329,па̄зат,CyrillTrans,"stocking, sock",,,pāzat,Phonemic
6-480-75-1,chec1245,Chechen,809,хеча,CyrillTrans,trousers,,,xeča,Phonemic
6-461-75-1,chec1245,Chechen,328,йупка,CyrillTrans,grass-skirt,,,yupka,Phonemic
6-460-75-1,chec1245,Chechen,1600,йупка,CyrillTrans,skirt,,,yupka,Phonemic
6-450-75-1,chec1245,Chechen,2012,ка̄ч,CyrillTrans,collar,,,kāč,Phonemic
6-440-75-1,chec1245,Chechen,1622,коч,CyrillTrans,shirt,,,koč,Phonemic
6-430-75-1,chec1245,Chechen,603,полто,CyrillTrans,coat,,,polto,Phonemic
6-420-75-1,chec1245,Chechen,474,коч,CyrillTrans,woman's dress,,,koč,Phonemic
6-390-75-1,chec1245,Chechen,157,басар,CyrillTrans,dye,,,"basar, sir",Phonemic
6-390-75-3,chec1245,Chechen,157,сир,CyrillTrans,dye,,,"basar, sir",Phonemic
6-410-75-1,chec1245,Chechen,326,плащ,CyrillTrans,cloak,,,plaš̄,Phonemic
6-380-75-1,chec1245,Chechen,1161,тай,CyrillTrans,thread,,,"tay, mēxa",Phonemic
6-380-75-3,chec1245,Chechen,1161,ме̄ха,CyrillTrans,thread,,,"tay, mēxa",Phonemic
6-360-75-1,chec1245,Chechen,1382,ма̄ха,CyrillTrans,needle,,,māxa,Phonemic
6-370-75-1,chec1245,Chechen,278,йу,CyrillTrans,awl,,,yu,Phonemic
6-350-75-1,chec1245,Chechen,1457,те̄га,CyrillTrans,sew,,,tēga,Phonemic
6-340-75-1,chec1245,Chechen,1787,кІа̄ди ден чарх,CyrillTrans,loom,,,kʼādi den čarx,Phonemic
6-330-75-1,chec1245,Chechen,133,дага,CyrillTrans,weave,,,"daga, dan",Phonemic
6-330-75-3,chec1245,Chechen,133,дан,CyrillTrans,weave,,,"daga, dan",Phonemic
6-320-75-1,chec1245,Chechen,277,урчакх,CyrillTrans,spindle,,,určaq,Phonemic
6-310-75-1,chec1245,Chechen,121,хьовза,CyrillTrans,spin,,,ħowza,Phonemic
6-290-75-1,chec1245,Chechen,629,цІо̄ка,CyrillTrans,leather,,,cʼōka,Phonemic
6-280-75-1,chec1245,Chechen,580,чо,CyrillTrans,fur,,,čo,Phonemic
6-270-75-1,chec1245,Chechen,325,истанг,CyrillTrans,felt,,,"istang, bʕeɣig",Phonemic
6-270-75-3,chec1245,Chechen,325,бІегІиг,CyrillTrans,felt,,,"istang, bʕeɣig",Phonemic
6-250-75-1,chec1245,Chechen,1641,да̄ри,CyrillTrans,silk,,,dāri,Phonemic
6-240-75-1,chec1245,Chechen,1850,ба̄мба,CyrillTrans,cotton,,,bāmba,Phonemic
6-230-75-1,chec1245,Chechen,916,ве̄та,CyrillTrans,"linen, flax",,,wēta,Phonemic
6-220-75-1,chec1245,Chechen,964,шал,CyrillTrans,wool,,,šal,Phonemic
6-210-75-1,chec1245,Chechen,1616,кІа̄ди,CyrillTrans,cloth,,,kʼādi,Phonemic
6-130-75-1,chec1245,Chechen,881,тегархо,CyrillTrans,tailor,,,tegarxo,Phonemic
6-120-75-1,chec1245,Chechen,1895,бедар,CyrillTrans,"clothing, clothes",,,bedar,Phonemic
6-110-75-1,chec1245,Chechen,158,тІедуха,CyrillTrans,put on (clothes),,,tʼeduxa,Phonemic
5-971-75-1,chec1245,Chechen,1556,буьйра,CyrillTrans,egg yolk,,,büyra,Phonemic
5-970-75-1,chec1245,Chechen,744,хІоа,CyrillTrans,egg,,,hoʔa,Phonemic
5-940-75-1,chec1245,Chechen,404,ниха,CyrillTrans,fermented drink,,,nixa,Phonemic
5-930-75-1,chec1245,Chechen,1639,йий,CyrillTrans,beer,,,yiy,Phonemic
5-920-75-1,chec1245,Chechen,1524,чагІар,CyrillTrans,wine,,,čaɣar,Phonemic
5-910-75-1,chec1245,Chechen,941,моз,CyrillTrans,mead,,,moz,Phonemic
5-900-75-1,chec1245,Chechen,731,малар,CyrillTrans,"beverage, drink",,,malar,Phonemic
5-890-75-1,chec1245,Chechen,1245,налха,CyrillTrans,butter,,,nalxa,Phonemic
5-880-75-1,chec1245,Chechen,1569,нехча,CyrillTrans,cheese,,,nexča,Phonemic
5-870-75-1,chec1245,Chechen,93,детта,CyrillTrans,milk (vb),,,"det̄a, ōza",Phonemic
5-870-75-3,chec1245,Chechen,93,о̄за,CyrillTrans,milk (vb),,,"det̄a, ōza",Phonemic
5-850-75-1,chec1245,Chechen,862,ше̄кар,CyrillTrans,sugar,,,šēkar,Phonemic
5-860-75-1,chec1245,Chechen,635,шура,CyrillTrans,milk (noun),,,šura,Phonemic
5-840-75-1,chec1245,Chechen,942,моз,CyrillTrans,honey,,,moz,Phonemic
5-821-75-1,chec1245,Chechen,919,кІо̄н бурч,CyrillTrans,chili pepper,,,kʼōn burč,Phonemic
5-820-75-1,chec1245,Chechen,1385,бурч,CyrillTrans,pepper,,,burč,Phonemic
5-810-75-1,chec1245,Chechen,1274,туха,CyrillTrans,salt,,,tuxa,Phonemic
5-791-75-1,chec1245,Chechen,323,даьтта,CyrillTrans,"grease, fat",,,"dät̄a, moħ",Phonemic
5-791-75-3,chec1245,Chechen,323,мохь,CyrillTrans,"grease, fat",,,"dät̄a, moħ",Phonemic
5-790-75-1,chec1245,Chechen,1484,даьтта,CyrillTrans,oil,,,dät̄a,Phonemic
5-780-75-1,chec1245,Chechen,1154,зайтун,CyrillTrans,olive,,,zaytun,Phonemic
5-760-75-1,chec1245,Chechen,920,кемсаш,CyrillTrans,grape,,,kemsaš,Phonemic
5-770-75-1,chec1245,Chechen,191,бІар,CyrillTrans,nut,,,bʕar,Phonemic
5-750-75-1,chec1245,Chechen,322,инжир,CyrillTrans,fig,,,inžir,Phonemic
5-712-75-1,chec1245,Chechen,1966,хорха,CyrillTrans,bunch,,,"xorxa, kan",Phonemic
5-712-75-3,chec1245,Chechen,1966,кан,CyrillTrans,bunch,,,"xorxa, kan",Phonemic
5-710-75-1,chec1245,Chechen,1507,стом,CyrillTrans,fruit,,,stom,Phonemic
5-700-75-1,chec1245,Chechen,593,картол(аш),CyrillTrans,potato,,,kartol(aš),Phonemic
5-660-75-1,chec1245,Chechen,832,кхоь,CyrillTrans,bean,,,qö,Phonemic
5-650-75-1,chec1245,Chechen,924,хасстоьмаш,CyrillTrans,vegetables,,,xasstömaš,Phonemic
5-640-75-1,chec1245,Chechen,1547,чорпа,CyrillTrans,"soup, broth",,,čorpa,Phonemic
5-630-75-1,chec1245,Chechen,1874,лоьхь,CyrillTrans,sausage,,,"löħ, marš",Phonemic
5-630-75-3,chec1245,Chechen,1874,марш,CyrillTrans,sausage,,,"löħ, marš",Phonemic
5-610-75-1,chec1245,Chechen,634,жижиг,CyrillTrans,meat,,,žižig,Phonemic
5-590-75-1,chec1245,Chechen,225,охьлу,CyrillTrans,pestle,,,oħlu,Phonemic
5-580-75-1,chec1245,Chechen,224,мохк,CyrillTrans,mortar (2),,,moxk,Phonemic
5-570-75-1,chec1245,Chechen,636,хьера,CyrillTrans,mill,,,ħera,Phonemic
5-560-75-1,chec1245,Chechen,1033,ата,CyrillTrans,"crush, grind",,,"ata, cesta",Phonemic
5-560-75-3,chec1245,Chechen,1033,цеста,CyrillTrans,"crush, grind",,,"ata, cesta",Phonemic
5-550-75-1,chec1245,Chechen,1594,дама,CyrillTrans,"meal, flour",,,dama,Phonemic
5-540-75-1,chec1245,Chechen,274,хьен,CyrillTrans,knead,,,ħen,Phonemic
5-530-75-1,chec1245,Chechen,273,бод,CyrillTrans,dough,,,bod,Phonemic
5-510-75-1,chec1245,Chechen,1368,бепиг,CyrillTrans,bread,,,"bepig, qal̄ar",Phonemic
5-510-75-3,chec1245,Chechen,1368,кхаллар,CyrillTrans,bread,,,"bepig, qal̄ar",Phonemic
5-490-75-1,chec1245,Chechen,2017,эдан,CyrillTrans,"stir, mix",,,"edan, kēgo",Phonemic
5-490-75-3,chec1245,Chechen,2017,ке̄го,CyrillTrans,"stir, mix",,,"edan, kēgo",Phonemic
5-480-75-1,chec1245,Chechen,1767,хье̄кхо,CyrillTrans,scrape,,,ħēqo,Phonemic
5-470-75-1,chec1245,Chechen,86,ласадала,CyrillTrans,"sieve, strain",,,lasadala,Phonemic
5-460-75-1,chec1245,Chechen,275,цІандан,CyrillTrans,peel,,,cʼandan,Phonemic
5-450-75-1,chec1245,Chechen,1833,пхьор,CyrillTrans,supper,,,pħor,Phonemic
5-440-75-1,chec1245,Chechen,1833,делкъан кха̄ча,CyrillTrans,dinner,,,delqʼan qāča,Phonemic
5-420-75-1,chec1245,Chechen,1322,марта,CyrillTrans,breakfast,,,marta,Phonemic
5-410-75-1,chec1245,Chechen,1526,хІума йааІ,CyrillTrans,meal (a),,,huma yaʔa,Phonemic
5-391-75-1,chec1245,Chechen,272,морзах,CyrillTrans,tongs,,,morzax,Phonemic
5-390-75-1,chec1245,Chechen,1302,мІара,CyrillTrans,fork (2),,,mʕāra,Phonemic
5-380-75-1,chec1245,Chechen,1352,урс,CyrillTrans,knife (2),,,urs,Phonemic
5-370-75-1,chec1245,Chechen,1378,Іайг,CyrillTrans,spoon,,,ʕayg,Phonemic
5-360-75-1,chec1245,Chechen,271,бошхап,CyrillTrans,saucer,,,bošxap,Phonemic
5-350-75-1,chec1245,Chechen,476,кад,CyrillTrans,"cup, drinking vessel",,,kad,Phonemic
5-330-75-1,chec1245,Chechen,1530,кад,CyrillTrans,bowl,,,"kad, bōga",Phonemic
5-330-75-3,chec1245,Chechen,1530,бо̄га,CyrillTrans,bowl,,,"kad, bōga",Phonemic
5-340-75-1,chec1245,Chechen,270,кІудал,CyrillTrans,"pitcher, jug",,,"kʼudal, ɣumɣa, qāba",Phonemic
5-340-75-3,chec1245,Chechen,270,гІумгІа,CyrillTrans,"pitcher, jug",,,"kʼudal, ɣumɣa, qāba",Phonemic
5-340-75-5,chec1245,Chechen,270,кха̄ба,CyrillTrans,"pitcher, jug",,,"kʼudal, ɣumɣa, qāba",Phonemic
5-320-75-1,chec1245,Chechen,480,хе̄дар,CyrillTrans,plate,,,xēdar,Phonemic
5-310-75-1,chec1245,Chechen,481,кІарга,CyrillTrans,dish,,,"kʼarga, xēdar",Phonemic
5-310-75-3,chec1245,Chechen,481,хе̄дар,CyrillTrans,dish,,,"kʼarga, xēdar",Phonemic
5-280-75-1,chec1245,Chechen,31,йай,CyrillTrans,pan,,,yay,Phonemic
5-260-75-1,chec1245,Chechen,1462,йай,CyrillTrans,"pot, cooking vessel",,,yay,Phonemic
5-270-75-1,chec1245,Chechen,854,чайник,CyrillTrans,kettle,,,čaynik,Phonemic
5-240-75-1,chec1245,Chechen,183,датта,CyrillTrans,bake,,,dat̄a,Phonemic
5-250-75-1,chec1245,Chechen,1143,пеш,CyrillTrans,oven,,,peš,Phonemic
5-230-75-1,chec1245,Chechen,2146,кха̄рза,CyrillTrans,"roast, fry",,,qārza,Phonemic
5-220-75-1,chec1245,Chechen,792,кхехко,CyrillTrans,boil (vb),,,"qexko, cʼiydan",Phonemic
5-220-75-3,chec1245,Chechen,792,цІийдан,CyrillTrans,boil (vb),,,"qexko, cʼiydan",Phonemic
5-210-75-1,chec1245,Chechen,1100,кхехко̄,CyrillTrans,cook,,,qexkō,Phonemic
5-190-75-1,chec1245,Chechen,129,хорам бан,CyrillTrans,choke,,,"xoram ban, saduqʼa",Phonemic
5-190-75-3,chec1245,Chechen,129,садукъа,CyrillTrans,choke,,,"xoram ban, saduqʼa",Phonemic
5-181-75-1,chec1245,Chechen,897,къурдаш дан,CyrillTrans,swallow,,,qʼurdaš dan,Phonemic
5-180-75-1,chec1245,Chechen,321,Іийша,CyrillTrans,chew,,,ʕiyša,Phonemic
5-160-75-1,chec1245,Chechen,1421,чухудадала,CyrillTrans,suck,,,"čuxudadala, daqa, cʼubdan",Phonemic
5-160-75-3,chec1245,Chechen,1421,дакха,CyrillTrans,suck,,,"čuxudadala, daqa, cʼubdan",Phonemic
5-160-75-5,chec1245,Chechen,1421,цІубдан,CyrillTrans,suck,,,"čuxudadala, daqa, cʼubdan",Phonemic
5-150-75-1,chec1245,Chechen,848,хьогалла,CyrillTrans,thirst,,,ħogal̄a,Phonemic
5-141-75-1,chec1245,Chechen,199,мацалла ла̄р,CyrillTrans,famine,,,macal̄a lār,Phonemic
5-140-75-1,chec1245,Chechen,1864,мацалла,CyrillTrans,hunger,,,macal̄a,Phonemic
5-130-75-1,chec1245,Chechen,1401,мала,CyrillTrans,drink,,,mala,Phonemic
5-125-75-1,chec1245,Chechen,1728,дахкаделла,CyrillTrans,rotten,,,daxkadel̄a,Phonemic
5-124-75-1,chec1245,Chechen,1958,кхиаза,CyrillTrans,"green, unripe",,,"qiaza, qiʔna docu, ärga",Phonemic
5-124-75-3,chec1245,Chechen,1958,кхиъна доцу,CyrillTrans,"green, unripe",,,"qiaza, qiʔna docu, ärga",Phonemic
5-124-75-5,chec1245,Chechen,1958,аьрга,CyrillTrans,"green, unripe",,,"qiaza, qiʔna docu, ärga",Phonemic
5-123-75-1,chec1245,Chechen,178,хилла (долу),CyrillTrans,ripe,,,xil̄a (dolu),Phonemic
5-122-75-1,chec1245,Chechen,1959,тІуьна,CyrillTrans,raw,,,tʼüna,Phonemic
5-121-75-1,chec1245,Chechen,269,кхехкийна,CyrillTrans,cooked,,,qexkiyna,Phonemic
5-120-75-1,chec1245,Chechen,256,кха̄ча,CyrillTrans,food,,,"qāča, yuʔurg, daʔar",Phonemic
5-120-75-3,chec1245,Chechen,256,йуург,CyrillTrans,food,,,"qāča, yuʔurg, daʔar",Phonemic
5-120-75-5,chec1245,Chechen,256,даар,CyrillTrans,food,,,"qāča, yuʔurg, daʔar",Phonemic
5-110-75-1,chec1245,Chechen,1336,даа,CyrillTrans,eat,,,daʔa,Phonemic
4-990-75-1,chec1245,Chechen,590,дерзина (даьккхина),CyrillTrans,"naked, bare",,,derzina (däq̄ina),Phonemic
4-970-75-1,chec1245,Chechen,1653,бІаьрзе,CyrillTrans,blind,,,bʕärze,Phonemic
4-980-75-1,chec1245,Chechen,1463,мелла,CyrillTrans,intoxicated,,,"mel̄a, wexna",Phonemic
4-980-75-3,chec1245,Chechen,1463,вехна,CyrillTrans,intoxicated,,,"mel̄a, wexna",Phonemic
4-960-75-1,chec1245,Chechen,1666,мотт ца хуу,CyrillTrans,mute,,,mot̄ ca xuʔu,Phonemic
4-950-75-1,chec1245,Chechen,996,къора,CyrillTrans,deaf,,,qʼora,Phonemic
4-930-75-1,chec1245,Chechen,1125,кІунзал,CyrillTrans,bald,,,kʼunzal,Phonemic
4-940-75-1,chec1245,Chechen,320,астагІлелха,CyrillTrans,lame,,,"astaɣlelxa, astaɣ xila",Phonemic
4-940-75-3,chec1245,Chechen,320,астагІ хила,CyrillTrans,lame,,,"astaɣlelxa, astaɣ xila",Phonemic
4-920-75-1,chec1245,Chechen,1564,мела,CyrillTrans,lazy,,,"mela, malo yen",Phonemic
4-920-75-3,chec1245,Chechen,1564,мало ен,CyrillTrans,lazy,,,"mela, malo yen",Phonemic
4-912-75-1,chec1245,Chechen,168,садаІа,CyrillTrans,rest,,,sadaʕa,Phonemic
4-910-75-1,chec1245,Chechen,1757,кІадделла,CyrillTrans,"tired, weary",,,"kʼaddel̄a, ɣeldel̄a",Phonemic
4-910-75-3,chec1245,Chechen,1757,гІелделла,CyrillTrans,"tired, weary",,,"kʼaddel̄a, ɣeldel̄a",Phonemic
4-890-75-1,chec1245,Chechen,655,дІовш,CyrillTrans,poison,,,dʕowš,Phonemic
4-880-75-1,chec1245,Chechen,1372,молха,CyrillTrans,"medicine, drug",,,"molxa, dārba",Phonemic
4-880-75-3,chec1245,Chechen,1372,да̄рба,CyrillTrans,"medicine, drug",,,"molxa, dārba",Phonemic
4-870-75-1,chec1245,Chechen,597,лор,CyrillTrans,physician,,,lor,Phonemic
4-860-75-1,chec1245,Chechen,499,да̄рба лело,CyrillTrans,"cure, heal",,,dārba lelo,Phonemic
4-858-75-1,chec1245,Chechen,497,мо̄,CyrillTrans,scar,,,mō,Phonemic
4-857-75-1,chec1245,Chechen,1808,ноткъа,CyrillTrans,pus,,,notqʼa,Phonemic
4-856-75-1,chec1245,Chechen,793,ІаьржбІаьрг,CyrillTrans,boil (noun),,,ʕäržbʕärg,Phonemic
4-855-75-1,chec1245,Chechen,1584,ахкарг,CyrillTrans,blister,,,axkarg,Phonemic
4-854-75-1,chec1245,Chechen,148,кІамдар,CyrillTrans,itch,,,kʼamdar,Phonemic
4-853-75-1,chec1245,Chechen,1903,дестар,CyrillTrans,swelling,,,destar,Phonemic
4-852-75-1,chec1245,Chechen,1148,дІатоьхна меттиг,CyrillTrans,bruise,,,dʕatöxna met̄ig,Phonemic
4-850-75-1,chec1245,Chechen,1109,чов,CyrillTrans,"wound, sore",,,"čow, daʕ",Phonemic
4-850-75-3,chec1245,Chechen,1109,даІ,CyrillTrans,"wound, sore",,,"čow, daʕ",Phonemic
4-843-75-1,chec1245,Chechen,102,шелдалар,CyrillTrans,cold (catarrh),,,šeldalar,Phonemic
4-842-75-1,chec1245,Chechen,1957,екхахІоъ йа̄р,CyrillTrans,goiter,,,yeqahoʔ yār,Phonemic
4-841-75-1,chec1245,Chechen,1534,да̄гар,CyrillTrans,fever,,,dāgar,Phonemic
4-840-75-1,chec1245,Chechen,1847,цамгар,CyrillTrans,"sick, sickness",,,"camgar, lazar, comguš",Phonemic
